comment,sentiment
 Noavada magazasindaki arkadaşlara müşterilere nasıl davranılması gerektiği öğretilmeli...,neutral
Şanlıurfa novada şubesinde arkadaşımın yaşadığı problemden ötürü bende artık tercih etmeyecegim👎🏻,negative
Şanliurfa Noavada şubesinden arkadaşlara müşterilere nasıl davranılmasını gerektiğini öğretilmesi gerekiyor.,neutral
Şanlıurfa novada subesi çalışanlarına müşteriye nasıl davranılması gerektiğini öğretilmeli,neutral
Mrb sipariş verecektim,neutral
Günlerce bekledim siparişimin gelmesini ve müşteri hizmetlerini aradım ama yanıt alamadım,negative
Fiyat,neutral
Fiyat nedir,neutral
🔥,positive
çok semptik adamda tarzı akmadı ya,negative
Süper,positive
💛💙💛💙,positive
kötü,negative
👍🏻👍🏻🤍🤍,neutral
İcardi giyse çok satardı 😀,positive
😍😍😍,positive
Love this 💛💛💛,positive
HM 👍..,neutral
Siteniz üzerinden yaptığım alışverişi  gündür kargoya bile veremediniz. İptal etmek istediğimde yardımcı da olunmuyor. Bir daha da alışveriş yapmam.,negative
the most beautiful 🧡🤎,positive
🇮🇷🇮🇷🇮🇷🌹🌹😍😍😍,positive
Table cloth  Plates  Cutting board  Coasters  Glasses  Vase  Napkins  Bowl  Candles  Necklace  Necklace  Necklace  Rings  Necklace  Earrings  Bracelet  Candle holder  Mugs ,neutral
Who’s eating a dish of necklaces 😂 that’s a weird set up,negative
❤️❤️,positive
whats happening with online orders? In Italy / days for delivery but the order has not been shipped after a week.,negative
I returned  shirts on th of may and I have received refund for only  shirt. And there is no refund for the other one yet.,negative
Do you have the code for the skort in the first image please?,neutral
Great to make a commercial for an item that is sold out 🙄🙄🙄,negative
😍,positive
Love these😍 beautiful,positive
When Rafah get massacared you guys panic and put a massive big sale (maybe you guys realize this would affect the sales due to boycott) and got a lot of sudden order that you weirdly cant handle or maybeeee you guys did this on purpose to scam people by not refunding some of the money. And some people got lazy to deal with refund and just let it go. Nasty business i guess.,negative
Amazing 😍,positive
bang bacanya ha em atau heemmmmmmm??,neutral
Ihr solltet wirklich mal eure online homepage verbessern 😄 hat sehr viele mängel.,negative
Image  Bomber jacket  Images  and  Belted utility dress ,neutral
Can we get the codes for the “New In” products highlight,neutral
Please bring back the newest sort filter!! How are we supposed to shop without it??,negative
So you took away the search feature of ‘by newest’ and made it all by recommended under all categories. As a long time customer I want to see only the newest added each day so this is a waste of my time to slog thru. Very unfortunate change.  I’ll check back next week to see if fixed otherwise I’ll be saving a lot of $$ / time,negative
Super cool👏👏👏,positive
I am loving the linen ear right now 😍🤍🤍🤍,positive
Love this,positive
🤍,positive
Yes!😍,positive
Love her style 🌈,positive
❤️❤️,positive
What pants are these? ,neutral
 can you please contact me about an urgent missing refund,negative
Would love to be in my linen suit era too however my order from May has yet to leave your warehouse. How disappointing ,negative
H&M support ,neutral
Looks like ,neutral
😍😍😍 Wow,positive
Bring back sort by “newest” on website!!,negative
❤️❤️❤️❤️❤️❤️,positive
"Hi, what is happening with May’s orders? Can we get an update? No reply from CS and it seems many have same issue. What is going on H&M??",negative
I put in an order in May and it says it’s STILL processing. What is going on? No reply from CS and feeling super frustrated,negative
What about the earrings!,neutral
"Just order, its free delivery over  kr. Why do i have to pay for shipping",negative
Where are the May orders?! I’m going on day  and the status has been ‘your order is being packed’ the whole time. I was receiving order within  days up until til the end of May. CS is useless when I call. I’ve DM’d only for CS to say it’s on its way. This is ridiculous!,negative
why h&m close in egypt?,neutral
"Hi, I just received this maxi skirt and the lining is so short I wonder what it covers (barely covers my butt). The description says it’s lined. Please let me know is my piece the odd one out or every piece is the same.",neutral
My orders still not yet delivered. It’s been long.,negative
I placed an order on  June  through the website. The shipping period mentioned on the website is - days. Its beyond the mentioned date and product is still stuck at the warehouse. I have called your customer reps who kept promising that I will get the product within - hours. This wasnt just the statement of one but FOUR Customer Reps after due escalation of the matter,negative
I raised the return request more  times. Every time I get a message saying order will be picked up but nobody comes for the pick up. I called customer service and requested the progress she told the pick up is cancelled from my side. She registered the case and raised the return request again. Even after  days of registering the case the order was not picked up. When I called the customer service again she told the return is cancelled again. Such a bad application and worst return service. Never using this app again,negative
"I am from Canada. I made a purchase two weeks ago, and my order has not been confirmed yet. Are you kidding me or what? I feel like it will take more than three months, and I cannot cancel my order. But I promise you, if it arrives, I will return everything and get my money back.",negative
How about to ship your orders first ?! I’ve been waiting for two weeks and the order is n it even packed .,negative
Another Canadian here - order placed on May th and its still in the warehouse?? At this rate there clothes will be out of style before they arrive. Whats going on  ?? I cant help but wonder are you just making interest off of our money? Will I even get the clothing?,negative
Hey  how about you address the late orders in Canada? There’s a bunch of people coming to your comments saying the same thing.,negative
 Hice un pedido online y fui a la tienda física para devolverlo. No me han reembolsado el dinero ni tampoco tengo los artículos. En atención al cliente no me ayudan. Me siento estafada,negative
Whats happening with May orders in Canada  . I placed an order over a week ago and its been PROCESSING for almost  days… ridiculous,negative
Worst return service and customer support. I’m not able to return my order from past  days,negative
And the earrings  ?,neutral
"I bought your clothes and I saw after ethnic disasters. but I saw that the brand is committed to its subcontractors ethically. it is very, very important. if it is the opposite, I will no longer buy",neutral
🖤🖤🖤🖤,neutral
Please cancel my order & give me refund! It’s taking too long!,negative
Where is it on the web site to purchase ?,neutral
Salve ho scritto nei messaggi per cortesia qualcuno mi può rispondere? Grazie,neutral
I’m in Canada and purchased from your website almost two weeks ago. My orders are still showing up as “processing”. Seems like a very long delivery time!,negative
"I’m still waiting for an order from May …I’ve called, emailed and DM’d with no response …why is the order taking so long and still being processed??",negative
"It’s beach day, but you haven’t eaten a full meal in years so you have forgotten what joy feels like",neutral
😍😍😍,positive
Bikini?,neutral
Need this🔥obsessed,positive
🔥,positive
😍😍,positive
 länk till bikinin?,neutral
" honestly, why does it take so long to ship and order? It’s been two weeks now and nothing from you guys. I have called CS twice now to get no help and you don’t even let me cancel the order. Funny enough, I made an order on May  that arrived  days later. But the following order I made is still packing? For two weeks?",negative
 στη δεύτερη οριακά νόμιζα ήσουν εσυ,neutral
.knitting  має кращу 👌🏽,neutral
Image  Shopper ,neutral
I only see clothes for women and sexually confused people. Was wondering if there was something for straight masculine regular men who built the world?,negative
🙌,positive
❤️‍🔥,positive
🔥🔥🔥,positive
Can you add the item number for the black dress in photo  please?,neutral
Καλησπέρα πως βρίσκουμε τα φορέματα;,neutral
Will the dress  be available in the US?,neutral
Im still waiting for three purchases. Are they that behind in Canada?,negative
"Hice un pedido online y fui a la tienda física para hacer la devolución (Centro Comercial El Ingenio, Vélez Málaga, España). Pero no me han devuelto el dinero. En atención al cliente no me ayudan. ME SIENTO ESTAFADA",negative
"I am writing to you from Almería, Spain. Last night at  p.m. a person called me on the phone and, supposedly, then came to deliver an order that I had placed online at H&M Spain. At that time in my house we are all sleeping and my phone is silent because the next day we all get up early to do our activities.  It is absolutely irresponsible from you to send me an email or that a note appears on the website as a “failed delivery attempt” 😣.  Try again today starting at  p.m. when I will be back at my house.",negative
Best brand ❤️🙌,positive
Νούμερο και τιμή?,neutral
Wie ist bitte die Artikelnummer vom weißen Kleid auf Bild ??? Lieben Dank,neutral
Artikelnummer bitte,neutral
Måste bara återkoppla till er hur SÄMST ni är på att leverera online-varor. Jag handlar det mesta online från olika webshops och blir förvånad varje gång över att ni inte fått snurr på det här. Alla andra har sprungit om er för länge sedan. Jag har gjort min sista beställning från er nu. Lycka till med allt😂,negative
loveee 🤍🫶,positive
😭 stop fast fashion ww,negative
Your restocking levels are absolutely shocking!!!!!! I have been constantly checking your app for a few things and they have been out of stock for weeks now! Very frustrating!,negative
Anoche a las . h vinieron a entregarme un pedido. A esa hora estamos durmiendo y tengo el móvil en silencio. Es una absoluta irresponsabilidad que me envíen un email o que aparezca en el sitio web como “intento fallido” de entrega 😣. Inténtenlo hoy a partir de las h,negative
Same slides  &   🤭,neutral
Hi H&M - it’s 🌈  so maybe first crossdressing or queer commercial?,neutral
Want that dress ❤️,positive
Image  Knit dress   Image  and  Suit vest  Linen skirt ,neutral
I ordered almost two weeks ago and you guys haven’t even picked it yet . Your customer service is horrible on top that,negative
Never buy from here again unless you want all your orders to take over a month to get to you. Its been  weeks and my product hasnt even shipped yet,negative
HM online service is the worst. I have placed my order almost  weeks ago and it hasn’t been shipped yet. HM not replying my emails either. Very frustrating,negative
Hey H&M are you going to bring any summer stuff to plus size folks or are we stuck with oversized sweatpants and plain tshirts?,neutral
😍❤️,positive
🙌,positive
😍😍,positive
🔥🔥,positive
💙🤍 AM ISRAEL 🇮🇱 JAI,neutral
Armbandet….,neutral
 are you discontinuing your plus size clothes?,neutral
I ordered over  weeks ago and my order still hasn’t shipped. Please advise ,negative
" my order that I placed on the th has still not shipped and your customer service has not been helpful, basically just saying thanks for your patience, we are experiencing delays. At the same time, you have sales going on that increase order volumes, while people wait for orders from two weeks ago to be shipped.",negative
🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱❤️❤️❤️❤️❤️,positive
Boycott !!! FREE PALESTINE 🙌🙌🙌,negative
😍😍,positive
🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱,neutral
Too good😍,positive
🇵🇸,neutral
Maybe try bringing plus size people some fun and beautiful summer clothes too? We need summer clothes too! Just sayin’,positive
Image  Dress  Sandals   Image  Top  Skirt  Necklace   Image  Dress  Bikini bottoms  Bracelet ,neutral
🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱,neutral
Number  is a gaslight,negative
Ce sera pour  je pense 😂,neutral
😍😍😍😍,positive
😍,positive
🔥🔥🔥,positive
🔥🔥🔥🔥🔥🔥🔥,positive
❤️❤️❤️Love it,positive
I bought this black dress for beach  weeks ago😍🥰,positive
Woooow😍😍,positive
😍😍😍,positive
😍😍❤️🔥,positive
Liked the way of promoting clothing. So Natural,positive
"Horrible, disculpen. Otros nos gustan más.",negative
wann gibt es wieder Member vorteile?,neutral
"why is the rd dress only available in XS, S and M? 😮",negative
😍😍😍😍,positive
❤️,positive
I dont see the skirt on the Spanish website!😞,negative
The average time for a refund of online purchase takes  to  days in India 😢😢 time to ramp up the refund process nobodys has that much time dude,negative
"Hej, det är något fel på er hemsida, det går inte att klicka fram till ”Summer shop” som ni skickade meddelande om. ❤️",positive
Hi. Is there anyone to reply? I have a question,neutral
Check my DM pls,neutral
"“If you are neutral in situations of injustice, you have chosen the side of the oppressor. If an elephant has its foot on the tail of a mouse, and you say that you are neutral, the mouse will not appreciate your neutrality.” Desmond Tutu   🇵🇸",neutral
Why does the app remove items Ive added to my favorites? Its happening again,negative
hello I want to ask about something can someone reply?,neutral
FREE Palestine 🇵🇸🇵🇸🇵🇸,neutral
You should talk about the deforestation in Brazil that your company has hand in 😀,negative
Love the photos of the summer campaign!!!👏👏🔥🔥❤️❤️,positive
 🇵🇸,neutral
😍,positive
"When l lost my job, I thought I have lost it all. With the little cash of $. I got $. with  she may not know it, but really she has saved my life ",positive
Blocked 🇵🇸,neutral
the skirt is already out of stock..i really like to purchase..😭,negative
🇵🇸🤍🇵🇸🤍,neutral
free palestine,neutral
😍🖤🔥,positive
🇵🇸🤍🤍🤍,neutral
Registered for a return but the item isnt being picked up at all.,negative
Will the Mer Soleil tshirt be available in Australia?,neutral
Portofino🇮🇹❤️,positive
Code,neutral
Only here 🇮🇹🔥,positive
Where else 🇮🇹❤️?!,positive
🇮🇹 ❤️😍🔥,positive
❤️❤️❤️,positive
😍😍👏👏👏🔥🔥🔥,positive
😍,positive
…and Greece 🇬🇷 🇬🇷🇬🇷🔥,positive
😍,positive
HM 👍..,neutral
Where is this the place  ?Beautiful….❤️,positive
You should talk about the deforestation in Brazil that your company has hand in 😀,neutral
Bellissimo,positive
Bellissimo panorama!,positive
See D m ),neutral
I  have been diagnosed with PCOS and honestly its been a nightmare.today Im cure and free.a friend introduced me to ,neutral
Why are ur deliveries so slow? Soooo slooooo,negative
In SPAIN!??? 😢,negative
When will it be available in the USA,neutral
When is it available in Belgium?,neutral
Belas peças 😍,positive
In France ?,neutral
❤️💙,positive
🔥🔥 ,positive
Cute ❤️,positive
Czech?,neutral
❤️,positive
Your jewellery it’s not the best quality. You should improve that,negative
Allah rızası için bayram yaklaştı çocuğum bayramlık çok istyor bayram yaklaştı gönderen olurmu ne olur çok dua ederim kötü söz yazmayın yemin ederim çok çaresizim kiraciyim evladım üzülüyor boynu bükük kalsın istemiyorum 🤲🤲😔,neutral
🔥,positive
❤️,positive
😍😍😍😍😍,positive
Ooo 😮,neutral
When are you restocking the bathing suits?,neutral
❤️,positive
🔥🔥🔥,positive
No on the capris but the top?? 🔥,positive
And the top ? 😍,positive
Link to those shoes though?!!,positive
These Capri pants are no where on their website,negative
Referencia del top ???? 😍,positive
And the shoes please?,positive
Capri pants  Sunglasses ,neutral
i’m shopping from australia i’d like the capri code please,neutral
Hittar inte toppen på hemsidan? Finns den ens?,neutral
Ive been waiting for this for years!! So good,positive
Necesito recogida de domicilio para una devolución,neutral
Will these capri pants come to the HM stores in Norway🤞,neutral
" this entire time the US market had been looking for the capri pants. They arent available  her, hu?",negative
What’s the item number for the top ,neutral
"😍 Que  bonito me  encantan  los  capri, estilizan  la  figura  y  se  ven  de  lujo",positive
What’s the style number for the top ,neutral
I thought capri’s were longer ie just above ankle. This length is called pedal pusher 🤣 back in the day!!,neutral
"no, please. I had enough in ",negative
"H&M continues to open stores in Israel. This direct involvement in the Israeli economy strengthens its brutal policies towards the Palestinians, normalizes the Occupation, and shows that H&M puts profits over justice and equality. BOYCOTT",negative
 😂they are back,neutral
Hello are your systems down in the Uk. It won’t let you pay and says technical error. It’s been like that for hours. Even reloaded the app,negative
WTF happened to your plus range?? Just gonna let that go??? 😤,negative
H&M killed in this new campaign!!! Amazing,positive
the black girl is awesome 😍,positive
"Ohh Por  favor !!por fin tallas para mujeres reales de una vida cotidiana ,, te ponen esas muñecas xxs y una que es latina cuerpa , con una M quedas muda 😂😂 I love it❤️",positive
Hi wondering when the US will stock more plus sizes?,neutral
Image  Earrings   Image  Swimsuit  Earrings  Bikini top  Bikini bottoms   Bikini top  Bikini bottoms  Earrings   Image  Swimsuit  Necklace  Bracelet ,neutral
🔥🔥🔥,positive
Purtroppo i pacchi sono molto in ritardo con il nuovo spedizioniere. Non so se comprerò più online. Hanno questo nuovo paack  che sta trattenendo il mio pacco da  GG !!! E non cè nessun modo di segnalarlo.,negative
👏👏👏👏👏😍😍,positive
❤️❤️❤️❤️❤️,positive
❤️❤️❤️ Love this new H&M vibe,positive
"Hey , do you price items higher for members than the actual lower price mentioned on the app? I also sent an email but havent received a response.",negative
The summer collection is lovely. But  I can’t order the earrings or such because of its status bientôt disponible in Belgium. It has been like this since last Thursday…,negative
Stop fast fashion take responsibility   it’s destroying the world,negative
"A mi no me engañas, has tenido que mirar dos veces..",neutral
Thanks for hiring women now that are not skinny and anorexic anymore! 🙏🏼,positive
❤️❤️❤️,positive
 gorgeous ❤️❤️,positive
Image  Earrings  Necklace  Dress  Sandals   Image  Dress  Earrings  Bracelet   Image   Dress   Earrings  Bracelet  Necklace  Sandals ,neutral
Kiedy będzie dostępna  sukienka na stronie internetowej i czy są te sukienki już w sklepach?,neutral
Is the second dress on line now?,neutral
"My lord, this is so beautiful! 😍😍😍 Who is the photographer?",positive
Hello when will we have it in South Africa?,neutral
"Hi,will these be available in SA?",neutral
When will the resort collection be available????,neutral
When will de first dress be available in the Netherlands 🇳🇱,neutral
"Stacjonarnie produkty wyprzedane, pojawia się online? Kiedy?",neutral
Wann  sind die Kleider erhältlich,neutral
When will be disponibile to order?,neutral
Can we have this collection in South Africa as well,neutral
Is the dress in the image  available in Italy?,neutral
Available in SA 🇿🇦 yet?,neutral
 is this available in Australia 🇦🇺?,neutral
When will the rd dress be available in Poland?,neutral
.roger.borges me da esse vestido??! 👗 amo a ,neutral
Wow she is a beauty…,positive
🇵🇸 🇵🇸  ,neutral
Is it just me or is that model on the second slide insanely tall??? 🤷🏻‍♀️,neutral
"Hi! i would like to purchuase, but it is still coming soon in Latvia. Could you please answer, in what time it will be avaliable in Latvia?",neutral
Where is the red maxi? It’s in the email but not on the site.,neutral
"Essa campanha está linda, especialmente a modelo de curvas 😍 me senti representada",positive
Wooow🔥🔥🔥,positive
💚💛🇧🇷,positive
Do you want to explain why I just read that you’re one of the biggest forced labor exploiters in the world??,negative
Que horrible experiencia el comprar con ustedes,negative
"H&M Turkey online store  gave me a % discount for my birthday. I shopped online, the size didnt fit and I wanted to change the size, but I have to return the product and buy it again. I do not use my % discount right when re-purchasing. This is unethical, it is a deception, I should be able to use my discount right on the size change. I am waiting for you to return.",negative
❤️,positive
🇧🇷✨✨,positive
😍😍😍😍😍,positive
That Afro in the red😍😍😍 so amazing!!,positive
💰💸,neutral
     🇵🇸🇵🇸🇵🇸🇵🇸,neutral
 what is the product code for the long black skirt? (The one in front of the waterfall),neutral
Wonderful that colection and post inpired in Brazil forrest. Love it 👏🌊🌴🌳❤️,positive
❤️,positive
Owaaa!!!😍😍😍,positive
❤️,positive
🇵🇸🇵🇸✌🏻✌🏻✌🏻,positive
Why does it take so long to process refunds????,negative
Polyester 👎🏻👎🏻👎🏻,negative
"Warum ist eure Kleidung für Mädchen immer so kurz? Ich möchte meiner  jährigen keine Shorts anziehen, die kaum die Windel bedecken und dazu ein Shirt das ihre Nieren offenbart. Stellt doch bitte einfach mal alles in der gleichen Länge her meine Güte.",negative
"Geht euer Unternehmen pleite oder so? Ihr habt für diesen Sommer fast keine Neue Kollektion für Schwangere rausgebracht, alles nur schwarz, basic beige und gestreiftes? Nicht mal neue Bademode habt ihr. Richtig enttäuscht ihr verliert damit eine einkaufsstarke Zielgruppe. Jetzt muss ich mir woanders moderne Umstandsbikinis holen die bei anderen über € kosten. Warum bringt ihr nicht die reguläre Kollektion als Umstandsmode raus? Früher hattet ihr so schöne Sachen.",negative
Genocide supporter...blocking this account.,negative
"Yuk, the s and s are finished, where are the fresh new designs?",negative
Done block out 🔥,neutral
"STOP killing ducks so bloody brutally for their feathers!——-shame on you H&M🤬,& telling the public that they are ethically sourced!",negative
😍,positive
I love H&M store ❤️😍,positive
🤷🏼‍♀️🙄🙄🙄,neutral
HM 👍..,positive
Almost everytime I place an order recently you recharge me for the order days even weeks later and then refund me back the money a day or so later  Like the order has already been paid and received and I’m being charged for it again out of nowhere. It happens often and it makes no sense. I don’t think I’ll be ordering anymore it’s very frustrating,negative
"In Vietnam, ducks are stabbed in the neck and their legs are cut off. Their stolen feathers are then sold to H&M as “responsibly sourced” down ",negative
I have blocked this account!!! How dare you advertise to me!,negative
Please check DM. Thank you ❤️,neutral
The nd dress 😍😍,positive
"Quem compra moda criminosa  legalizada, deveria saber que essa empresa compra algodão oriundo de grilagem de terras no Brasil, colocando em risco o bioma CERRADO  brasileiro e a vida dos nossos povos originarios. Tudo está certificado pela Better Cotton que não vê  nenhuma irregularidade. Informações do relatório desenvolvido pela ONG EARTHSIGHT lançado em //.       ",negative
Why show it? Its out of stock in both colours in every side 😂,neutral
And the shoes ? 😍,positive
You app is not working in Norway?,negative
Image  and  Bandeau dress  Pendant necklace  Image  Smocked bodice dress  Image  Crêpe dress ,neutral
Eure Kleidung für Kinder ist zu kurz und sexualisiert.,negative
Is this big black mesh bag also available?,neutral
🇵🇸,neutral
Dreamy ✨🤍✨🤍,positive
😍😍😍,positive
"Please fix your website and app. It has not been working for several hours, so I cant get past the delivery address.",negative
🇮🇷🇮🇷❤️❤️🌹🌹,positive
😍😍😍😍,positive
👏👏👏👏👏,positive
"H&M,was ist mit eurem Service los? Seit wann seid ihr so schlecht geworden?Ich bin jahrelanger ,zufriedener Kunde und habe immer gerne und nicht wenig bei euch gekauft.In letzter Zeit passieren aber viele Fehler.entweder bekomme ich eine falsche Ware oder meine Retoure wird nicht richtig verbucht.Bis jetzt hat das aber immer über den Chat gut geklappt und man konnte mir immer helfen.Heute aber,stellte ich wieder fest dass eine Retoure falsch verbucht wurde und wandte mich an den Chat in der App und die Dame sagt mir ,da bei mir in letzter Zeit öfters was falsch verbucht worden ist,werdet ihr mir nichts mehr korrigieren weil ein Verpackungsfehler oder buchungsfehler eurer Seits ausgeschlossen werden kann.Wie dreist ist das denn bitte??!!! Ich soll für etwas zahlen was ich mir nicht behalten habe! Mir wird unterstellt es sei mein Fehler.Stellt euch mal vor ich bestelle was teures und ihr kommt mir dann so!das ist eine bodenlose Frechheit! Ich bin sauer,verärgert ,wütend,enttäuscht.Ihr habt mich definitiv als Kundin verloren ,denn so etwas habe ich noch nie wo gesehen.nicht bei zara,Mango,weekday,Stradivarius oder sonst wo.schämt euch!",negative
❤,positive
"Immer schön die Mädels ohne Brüste nehmen, damit man nicht sehen kann wie die Klamotten richtig sitzen.. Leute ,eine sehr schlechte Werbung und Verkaufsstrategie.",negative
Me encantan 😍😍,positive
"my ex came back to me after  did a restoration spell for the both of us, now he love me  more than before🌺🌸",neutral
Welche Artikelnummer hat das Kleid auf Bild  !? Bitte um eure Hilfe 🙌❤️,neutral
Πως μπορώ να το παραγγειλω,neutral
 🇵🇸✌🏽,neutral
🇵🇸,neutral
🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,neutral
🇵🇸🇵🇸🇵🇸☝🏼,neutral
Blocked. ALL EYES ON RAFAH.   🇵🇸✌🏻🔻,neutral
🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,neutral
    ,neutral
🇵🇸,neutral
❤️❤️❤️,positive
&m,neutral
Blocked... also your clothes are plastic and full toxic dyes-,negative
🍉🍉🍉🍉🍉🍉,positive
&m,neutral
what’s the article of blazer?,neutral
The SA girlies! 💅🏽,positive
What is the product code for the dress in the first slide of the carousel please? Thanks Liz,neutral
Love these! 🥹,positive
👏👏👏👏👏,positive
"Καλησπέρα,  ποιος είναι ο κωδικός του φορέματος για να το παραγγείλω?",neutral
Ugh 😍,positive
🙌🙌🙌,positive
👏👏👏😍,positive
love this ❤️,positive
🙌,positive
YES  🐥❤️,positive
 🙌🙌,positive
FAV ARTIST 😭😭 ,positive
❤️❤️❤️,positive
Wasted two days waiting for the launch on  different countries. Will ignore H&M next time. They clear dont care about the general public,negative
A curated queen  🔥,positive
The flyest! Big dawg 🔥🚀,positive
 ✊🏼,neutral
 ate,neutral
USA release date?,neutral
Waited all morning and left my phone for one hour for the collection to drop with no warning and everything’s gone… awesome,negative
"I really dont understand why you launch all these collections if your target public consists of celebs and influencers. All the time everything is sold out minutes after the collection is on the website. This is really messed up. You shouldnt bother announce it anymore, as it is not for the masses, aparently 😔",negative
Still not available online in Canada? Thought the drop was am?,neutral
The most luxurious thing about designer colabs with H&M and Capsule/Studio colections is the fact they re always Sold Out before being launched 🫣,negative
Nothing left on the website as per usual 😢,negative
Are you restocking? Everything was already immediately sold out?,neutral
"For future, HM US marketing team, perhaps you introduce push notifications for when sale is live? I get that this IG account is globally operated for all HM markets, but at minimum, would expect my app or US site to have timing linked to the content page for the collection.   Like many others, refreshed all morning, searched FAQs for US drop timing, annnnnd now sold out. Even a time range would have been great!",negative
Yall need to work in having stock in things everything is already sold out!,negative
Why not just make more of it so more people can buy it? It’s immediately sold out.,negative
Do you have a product nr on the beige shorts from this collection? I know its sold out but I want to see If it comes back Stock. Thanks 😍,neutral
Hello  is the resort collection available in UK stores?,neutral
OMG !! This is the .dei.mostri 🧌 near Rome! Go to visit it 😍,positive
 girl why I thought this was you 😂 I low-key see you modeling for H&M in the near future 😍,positive
 se fashion industry me ho   per abhi tak fashion ka samaj nahi aara aapko😂,neutral
Qué pasa con la App de H&M en  Mexico por favor ?? Por qué no funciona desde hace muchos días 🤯,neutral
Received the launch email and everything was sold out 😢,negative
𝒢𝒽𝒶𝓇 𝓅𝑒 𝓀𝑜𝒾 𝓃𝒾 𝒽 ☺️☺️ 𝒮𝓉𝑜𝓇𝓎 𝒟𝑒𝓀𝒽𝑜 𝒢𝓊𝓎𝓈 🥵🥵🦋,positive
.dei.mostri are you,neutral
"Can’t believe it! It’s .dei.mostri the magic park in Bomarzo near Rome! I visited it last year, can’t wait to come back 😍🧌🇮🇹🍝🇮🇹🍕🏛️",positive
"Can you respond to your dm, I need my order delivered today",negative
"Greetings! I am a young person who cares about protecting animals. I respectfully ask you to stop selling down in your stores. Many warm, animal-free materials are available today, including vegan down made from flowers, ceiba tree fiber, bamboo, or milkweed as well as Plumtech, Thinsulate, and PrimaLoft.    Thank you for your compassion for animals.",positive
Owaaa!!!🔥🔥🔥,positive
❤️,positive
How can I become a model H&M ?😍,neutral
❤️❤️,positive
🙌🙌🙌🙌🙌🙌🙌🙌,positive
🔥,positive
🙌,positive
So coool! Love it!👏👏👏,positive
Beautiful,positive
❤️❤️❤️,positive
  ,neutral
Zamin,neutral
🔥🔥🔥🔥🔥,positive
❤️❤️❤️❤️❤️❤️,positive
AKUU INGIN JD KARYAWAN MU,neutral
"No act of kindness no matter how small it is,is ever wasted.The dogs are out of food and they need medication.Please reach out to us.We dont need to have deep pockets or be rich to donate",positive
HORRIBLE COMPANY- was late by  days for their return policy bc it’s by the date you ORDER not by delivered date like every other company. MY DOG WAS DYING OF BRAIN CANCER AND I COULD NOT DRIVE THE  miles to the store. Promised me refund and then issued me store credit,negative
😍😍😍,positive
She is so beautiful 😍,positive
Can you check your dm please,neutral
🙌,positive
Sehr schön.😍😍😍👏👏👏,positive
What if you make medical scrubs ? 😍,positive
👏🏼,positive
Riktig prinsessa! 👸❤️,positive
So beautiful 🔥👏👏,positive
HM you never miss,neutral
Great❤️,positive
H&M needs to offer a met gala collection,neutral
❤️❤️❤️,positive
❤️❤️❤️❤️❤️❤️,positive
😍,positive
👎🏻,negative
🔥,positive
🔥,positive
❤️❤️❤️,positive
Boycott Boycott,neutral
Really want them for my bridesmaids boxes 🥲,positive
😍😍😍😍,positive
H&M when are yall gonna restock y’all’s pjs?!??,neutral
😍😍😍,positive
👏🏽👏🏽👏🏽👏🏽,positive
  ,neutral
"Qué pasó con la App en Mexico ??, tiene una semana sin funcionar 😓",negative
Wow! Beautiful dresses 😍,positive
Que horror🙌,negative
🙌,positive
Ethereal ✨,positive
❤️,positive
Enough Met now —,neutral
Love it,positive
KISSS,neutral
😍,positive
❤️,positive
 kere kartımda para çekildi sipariş oluşmadı !!,negative
💌,neutral
Sorry not my vibe - pregnancy is such a beautiful part of life.  Doesn’t mean it had to be in your face but it can be beautifully celebrated with class. As for the half lipstick vibe what is that!,negative
🫶🫶🫶,neutral
❤❤❤,positive
❤️❤️,positive
All the love in the world ,positive
♡,positive
No,negative
If you have never been pregnant before dont comment negatively...some of us walked completely naked lol.  x,neutral
HM 👍..,positive
My opinion I dont think its very classy to each his own,negative
😍😍😍😍😍😍😍😍,positive
😏,positive
😍😍😍😍,positive
Magnifique ❤️,positive
absolutely gorgeous,positive
Stupendo,positive
❤️,positive
Fabulous👌🏻🤍,positive
😍😍😍😍😍,positive
Free palestine 🇵🇸🇵🇸,negative
Free Palestine,negative
Free Palestine,negative
in which department can I find them?,neutral
Free Palestine,negative
Cool there are children under rubble created by IOF airstrikes in Rafah.,negative
free Palestine,negative
h&m making gowns?!?,neutral
No one cares!!!,negative
I didn’t know they HM made custom 🫨,neutral
th picture scared me,negative
I S R A E L IS KILLING OUR CHILDREN IN RAFAH | GAZA  Any one who  doesn’t work to stop this genoicide - has lost their humanity 🇵🇸,negative
h&m so on theme with these carbon emissions 😍,neutral
WHO CARES? All eyes on Rafah!!!,negative
Wow! Havent seen a fashion show as nice as this! Love the pregnant mommy too,positive
