post_id,post_date,post_caption,clean_caption,post_likes,comments,clean_comments,sentiment_analysis
3317889600859575384,2024-03-06 16:41:23,"pointed toe heels & two-tone loafers, the must-have shoes🩶

#stradivarius #stradilooks","pointed toe heels & two-tone loafers, the must-have shoes🩶   ",3109,"['Preço pf tamanho 36', 'Hello Stradivarius, I am from Saudi Arabia. There were very nice black pants, but they were sold out. I hope you come back again before Ramadan and Eid, Reference No. 1190/911.', 'Perfect 😍', 'Me había asustado, pero el reembolso me lo hicieron antes de los 14 días hábiles, lo importante es estar pendiente a la App para ingresar tus datos para reembolso y listo 🤍🤍🤍', 'La peor tienda 😓', '@paulallgrc @marinagsnz  la segunda página, siguen insistiendo jajaaaa']","['Preço pf tamanho ', 'Hello Stradivarius, I am from Saudi Arabia. There were very nice black pants, but they were sold out. I hope you come back again before Ramadan and Eid, Reference No. /.', 'Perfect 😍', 'Me había asustado, pero el reembolso me lo hicieron antes de los  días hábiles, lo importante es estar pendiente a la App para ingresar tus datos para reembolso y listo 🤍🤍🤍', 'La peor tienda 😓', '   la segunda página, siguen insistiendo jajaaaa']","['neutral', 'positive', 'positive', 'positive', 'negative', 'neutral']"
3317246982139858400,2024-03-05 19:24:37,"the utilitarian aesthetic becomes sophisticated🤎

#stradivarius #stradilooks #stradivariusnewin",the utilitarian aesthetic becomes sophisticated🤎    ,8183,"['❤️❤️', '😍😍', '🔥🔥🔥', '🤩👏', '😍', 'loveeeee this 😍', 'Nasıl sipariş verebiliriz', 'Hello Stradivarius, I am from Saudi Arabia. There were very nice black pants, but they were sold out. I hope you come back again before Ramadan and Eid, Reference No. 1190/911.', 'What size is the model wearing in the green jacket please?', 'Can someone contact me about my cancelled order that nobody decided to inform me of.', 'Şık', '😢😢😢', '🔥🔥🔥', 'Alguien me puede decir que talla es la 24 y 26 en talla USA??', '😍😍😍', 'Hello, who is the model?', 'La bombeerrr❤', 'Precio', '\U0001faf6🏼', 'No pienso comprar allí. La peor tienda de Zaragoza', '@_yeslinn eerste setje 😍', '@stradivarius wich model is the second white trousers?', '@stradivarius wich model is the first white jeans?']","['❤️❤️', '😍😍', '🔥🔥🔥', '🤩👏', '😍', 'loveeeee this 😍', 'Nasıl sipariş verebiliriz', 'Hello Stradivarius, I am from Saudi Arabia. There were very nice black pants, but they were sold out. I hope you come back again before Ramadan and Eid, Reference No. /.', 'What size is the model wearing in the green jacket please?', 'Can someone contact me about my cancelled order that nobody decided to inform me of.', 'Şık', '😢😢😢', '🔥🔥🔥', 'Alguien me puede decir que talla es la  y  en talla USA??', '😍😍😍', 'Hello, who is the model?', 'La bombeerrr❤', 'Precio', '\U0001faf6🏼', 'No pienso comprar allí. La peor tienda de Zaragoza', ' eerste setje 😍', ' wich model is the second white trousers?', ' wich model is the first white jeans?']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'neutral', 'neutral', 'negative', 'positive', 'negative', 'positive', 'neutral', 'positive', 'neutral', 'positive', 'neutral', 'neutral', 'negative', 'positive', 'neutral', 'neutral']"
3316440107723204886,2024-03-04 16:41:30,"slide to the left to find a cutie surprise🫰🏼

#stradivarius #stradilooks",slide to the left to find a cutie surprise🫰🏼   ,3383,"['😍😍😍', '💕', '😢La peor tienda', ',A la Gavrosh 👏🔥', '¿Por qué tardan tanto en hacer los reembolsos de artículos que cobran y no envían?', 'Hi- Collab--❓ D.M👉 @ Sagajewels.store👈🙏🏿🙏🏿', 'Ofrecen productos que ya están agotados y después de que los pagas te dicen que te van a reembolsar y no lo hacen, además de que lo eliminan de tu lista de compra como si nunca lo hubieras pagado @superintendencia_sic  ya hablé varias veces con servicio al cliente y no hacen nada.']","['😍😍😍', '💕', '😢La peor tienda', ',A la Gavrosh 👏🔥', '¿Por qué tardan tanto en hacer los reembolsos de artículos que cobran y no envían?', 'Hi- Collab--❓ D.M👉 @ Sagajewels.store👈🙏🏿🙏🏿', 'Ofrecen productos que ya están agotados y después de que los pagas te dicen que te van a reembolsar y no lo hacen, además de que lo eliminan de tu lista de compra como si nunca lo hubieras pagado   ya hablé varias veces con servicio al cliente y no hacen nada.']","['positive', 'positive', 'negative', 'positive', 'negative', 'neutral', 'negative']"
3315803264023246597,2024-03-03 19:36:53,"poplin style lands on the city streets🚦

#stradivarius #stradilooks",poplin style lands on the city streets🚦   ,4000,"['I see its out of stock ,when will it be available?', '😍', 'So cool this outfit😍😍😍', 'Resplendissimo 👖👕', '❤️❤️❤️', '😍😍', 'Muy bonita ropa, es mi marca favorita. Lastima del personal en galerías monterrey', '😎😎😎', 'Mais wouaaaaw qui est cette mannequin ?? 😍😍', '🔥🔥🔥🔥🔥🔥', 'La misma camisa 🙏 no dos diferentes please!', '😍', '😍😍😍', '😍😍😍', 'Hola me podrían dar la referencia de la camisa por favor 🙌', '😢😢😢La peor tienda', 'Buenas noches, tienen esta camisa en venta? La busque y no la encontre', 'Fiyat  lutfen', 'Hola me gustaría adquirir esta camisa soy de Ecuador en la página web no la encuentro gracias', 'Hi- Collab--❓ D.M👉 @ Sagajewels.store👈🙏🏿🙏🏿', 'Que se acabe la moda 9versize y las ropas tan masculinas 💩💩💩', 'Feiisimooooooo😢']","['I see its out of stock ,when will it be available?', '😍', 'So cool this outfit😍😍😍', 'Resplendissimo 👖👕', '❤️❤️❤️', '😍😍', 'Muy bonita ropa, es mi marca favorita. Lastima del personal en galerías monterrey', '😎😎😎', 'Mais wouaaaaw qui est cette mannequin ?? 😍😍', '🔥🔥🔥🔥🔥🔥', 'La misma camisa 🙏 no dos diferentes please!', '😍', '😍😍😍', '😍😍😍', 'Hola me podrían dar la referencia de la camisa por favor 🙌', '😢😢😢La peor tienda', 'Buenas noches, tienen esta camisa en venta? La busque y no la encontre', 'Fiyat  lutfen', 'Hola me gustaría adquirir esta camisa soy de Ecuador en la página web no la encuentro gracias', 'Hi- Collab--❓ D.M👉 @ Sagajewels.store👈🙏🏿🙏🏿', 'Que se acabe la moda versize y las ropas tan masculinas 💩💩💩', 'Feiisimooooooo😢']","['neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'positive', 'negative', 'positive', 'positive', 'positive', 'neutral', 'negative', 'neutral', 'neutral', 'neutral', 'neutral', 'negative', 'negative']"
3314981907102660396,2024-03-02 16:24:19,"when versatility meets elegance🤍

#stradivarius #stradilooks",when versatility meets elegance🤍   ,7361,"['Divinas 😍❤️', '❤️', '🔥🔥🔥🔥🔥', '🔥🔥🔥🔥🔥', '😍😍😍', 'Bellos', 'Red❤', 'Quería saber que referencia es este modelo en España para poder pedírlos porque son preciosos😍', '👏👏👏👏adoro', '😍😍😍', 'Precio y disponibilidad de los tacos rojos en quito Ecuador ?', 'Цена?', 'Preciosos zapatos ❤️❤️❤️', 'This shoe is made entirely of plastic: lining: 100% polyurethane, insole: 80% polyamide, 12% elastane, 5% polyester, 3% polyurethane. Pure microplastic. Care? No! Throw away. The shoe ends up in a garbage dump somewhere in the world and only rots in 500 years.', 'عالیه 😍', 'Precio', 'Precio?', '😍😍😍😍', 'the best 🔥😍', '👏👏❤', 'ابغا كود خصم؟', 'Precio de los rojos . Desde Colombia.por favor', 'Stok ne zaman gelecek Türkiye için', '😍', 'Your system is terrible!', 'Check D . M please 😊', '😢😢Una tienda que no voy a entrar 😤😤', 'Alışveriş yapan arkadaşlar bi cevap verebilirmisiniz ayakkabı spariş veridm hala gelmedi ve özelden cevap veren yok nedir bu durum acaba', 'Just love it 😍 @stradivarius', '@elenachungui el rojo es tuyo para la comunión']","['Divinas 😍❤️', '❤️', '🔥🔥🔥🔥🔥', '🔥🔥🔥🔥🔥', '😍😍😍', 'Bellos', 'Red❤', 'Quería saber que referencia es este modelo en España para poder pedírlos porque son preciosos😍', '👏👏👏👏adoro', '😍😍😍', 'Precio y disponibilidad de los tacos rojos en quito Ecuador ?', 'Цена?', 'Preciosos zapatos ❤️❤️❤️', 'This shoe is made entirely of plastic lining % polyurethane, insole % polyamide, % elastane, % polyester, % polyurethane. Pure microplastic. Care? No! Throw away. The shoe ends up in a garbage dump somewhere in the world and only rots in  years.', 'عالیه 😍', 'Precio', 'Precio?', '😍😍😍😍', 'the best 🔥😍', '👏👏❤', 'ابغا كود خصم؟', 'Precio de los rojos . Desde Colombia.por favor', 'Stok ne zaman gelecek Türkiye için', '😍', 'Your system is terrible!', 'Check D . M please 😊', '😢😢Una tienda que no voy a entrar 😤😤', 'Alışveriş yapan arkadaşlar bi cevap verebilirmisiniz ayakkabı spariş veridm hala gelmedi ve özelden cevap veren yok nedir bu durum acaba', 'Just love it 😍 ', ' el rojo es tuyo para la comunión']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'neutral', 'positive', 'negative', 'positive', 'neutral', 'neutral', 'positive', 'positive', 'positive', 'neutral', 'neutral', 'neutral', 'positive', 'negative', 'neutral', 'negative', 'negative', 'positive', 'neutral']"
3314144427981754518,2024-03-01 12:41:27,"@starterofficial x @stradivarius 
iconic fashion for iconin people💙

#stradivarius #stradilooks", x   iconic fashion for iconin people💙   ,4431,"['Adoro esta cápsula 😍', 'THE STRIPES!!! big love', 'Hola ya están disponibles en guatemala', '❤️', 'Me encanta la ropa de ustedes, abran una tienda en Villahermosa,  tabasco  por favor!!!', 'Hola, por favor servicio al cliente que me solucione. Me dieron un regalo de cumpleaños de ustedes, resulta que lo compraron con un tiempo anticipado, la prenda no me quedó buena, la fui a cambiar y me rechazaron el tiempo por que tenía un poco más de 30 días. A una compañera le aprobaron el cambio y a mí no. No entiendo. Por favor requiero solucion .', '😢😢😢', 'Hello ......Ya realizaron la apertura al público?', '😍', 'Me encanta!!!!. 😍', '\U0001f979 wow', '😍😍😍', '❤️', '😍😍😍', 'It’s perfect ❤️', 'What is the Instagram model?', '@stradivarius direct 🆘.']","['Adoro esta cápsula 😍', 'THE STRIPES!!! big love', 'Hola ya están disponibles en guatemala', '❤️', 'Me encanta la ropa de ustedes, abran una tienda en Villahermosa,  tabasco  por favor!!!', 'Hola, por favor servicio al cliente que me solucione. Me dieron un regalo de cumpleaños de ustedes, resulta que lo compraron con un tiempo anticipado, la prenda no me quedó buena, la fui a cambiar y me rechazaron el tiempo por que tenía un poco más de  días. A una compañera le aprobaron el cambio y a mí no. No entiendo. Por favor requiero solucion .', '😢😢😢', 'Hello ......Ya realizaron la apertura al público?', '😍', 'Me encanta!!!!. 😍', '\U0001f979 wow', '😍😍😍', '❤️', '😍😍😍', 'It’s perfect ❤️', 'What is the Instagram model?', ' direct 🆘.']","['positive', 'positive', 'positive', 'positive', 'positive', 'negative', 'negative', 'neutral', 'positive', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'neutral', 'neutral']"
3313536796326032026,2024-02-29 16:36:41,"hack your shirts to get 3 perfect looks 👔

#stradivarius #stradilooks",hack your shirts to get  perfect looks 👔   ,9273,"['i did this when I was a kid. playing dress ups at home', 'No', 'En definitiva NO', 'What ! 😂', 'Love the dressssss', 'Why?', 'Ñ😂😂😂😂😂', 'Hm?', 'One word: WHY????', 'Se parece a ideas en 5mn', 'I probably won’t do this', 'Jesucristo 😂 no hagáis eso por favor', '@eduardo_ramzez 😂 super si!', '@rrita_dc @digrumodalila___ non lo sanno che a 8 anni ci avevate già pensato voi 👧🏻👧🏻', '@reneewatters pointless things we won’t be doing in 3,2,1….', 'Orribile 🙌 dai su non è possibile!', 'السعر؟', 'Bien fumados.😮', 'its a no for me ... what is this a trend 😅😮\u200d💨', '😂', '🤦🏻\u200d♀️', 'Jajajajajjajsjs pensé que era un vídeo de @inventada inventada', 'Le pienso usar 1 camisa por la planchada y ahora en un mismo día usar 2, no gracias jajaja', 'Creí que era ""Ideas en 5 minutos"" 😢 jajajaja', 'No entiendo tanto comentario negativo. Se ven cosas muuuucho mas horrendas en desfiles, front rows y revistas. Esto no es tan feo.', 'Sujétame el cubata 😂', 'Hay cosas que si, y hay cosas que no… Este es un claro ejemplo de “Las cosas que NO”.', 'Bit early for April fools', 'Well I LOVE it ❤️\u200d🔥', 'Please don’t make this a thing', 'Pos ni tan mal', 'Amo Stradivarius pero seriamente, esto no.', 'Menuda horterada 😂', 'Mmm no y con eso que no me gusta planchar 😂', 'que guay 😍', 'Anche no tutto', 'Is this an early April fools?', 'Fatal', 'Que babosada', '🤢🤢🤢', '@elmarcosan me voy a hacer un vestido de mis camisas', 'Vaya tontería', 'No it looks stupid 😂', 'Nobody, absolutely nobody:\n\nStradivarius: look at this useless hack!!!', 'Es una broma, verdad?', 'Esto es lo mas feo y absurdo que he visto en tiempo🤯', 'Parece loquita sin casa', '🙄', '😂😂😂', 'Ого!', '😵\u200d💫🥴\U0001fae3', '😂😂😂', '😮😮', '🤦🏻\u200d♀️', '😂😂😂😂 va a ser que no.', 'Horrendous', 'Pero qué necesidad? @iam_rfabra', 'But why? 😅', '\U0001f979🙄.', 'Que horror 🙃', '@inventada.inventadas @inventadas.inventada', 'Eee nop.', '😂😂😂', 'Mmm...nop!!', 'Hola????', 'I don’t see it', 'Se ve muy raro amika', '😂😂😂', 'Jajajaja', 'Horrible', '😂😂😂😂', 'Muy feo 😢', '😂😂😂😂😂😂😂😂😂😂', '😂😂', 'Me siento innovadora, mañana voy a coger una sábana y ponérmela a modo de vestido.', 'How is this a hack?! It takes longer to put together and looks a million times worse!!! 😂', 'No !', 'No😂', 'Que horr.ible', 'K???', 'Is it April 1st?', 'No one will actually wear it like this', 'That’s so stupid\nWhy would you ruin two shirts????', 'Jamás!', 'Horrible', '🤣🤣🤣🤦🏻\u200d♀️', 'Ya ni saben que inventar', 'Just no! So uglyyyy 😑\U0001fae3', ""Please don't."", 'Due camicie da lavare e da stirare in un solo colpo. No!', '🤢🤢🤢🤢 van a despedir al que se le ocurrió esta ideota', 'Just because you can do something, doesn’t mean you should. This is not a thing sorry 😂', 'Que estupidez 🤮🤮', 'Ehhhh... NO', 'No thanks', '🤦🏻\u200d♀️', 'Wtf', '@leleburnier influenciou a gringa, com certeza!', 'So stupid 😂😂']","['i did this when I was a kid. playing dress ups at home', 'No', 'En definitiva NO', 'What ! 😂', 'Love the dressssss', 'Why?', 'Ñ😂😂😂😂😂', 'Hm?', 'One word WHY????', 'Se parece a ideas en mn', 'I probably won’t do this', 'Jesucristo 😂 no hagáis eso por favor', ' 😂 super si!', '  non lo sanno che a  anni ci avevate già pensato voi 👧🏻👧🏻', ' pointless things we won’t be doing in ,,….', 'Orribile 🙌 dai su non è possibile!', 'السعر؟', 'Bien fumados.😮', 'its a no for me ... what is this a trend 😅😮\u200d💨', '😂', '🤦🏻\u200d♀️', 'Jajajajajjajsjs pensé que era un vídeo de  inventada', 'Le pienso usar  camisa por la planchada y ahora en un mismo día usar , no gracias jajaja', 'Creí que era Ideas en  minutos 😢 jajajaja', 'No entiendo tanto comentario negativo. Se ven cosas muuuucho mas horrendas en desfiles, front rows y revistas. Esto no es tan feo.', 'Sujétame el cubata 😂', 'Hay cosas que si, y hay cosas que no… Este es un claro ejemplo de “Las cosas que NO”.', 'Bit early for April fools', 'Well I LOVE it ❤️\u200d🔥', 'Please don’t make this a thing', 'Pos ni tan mal', 'Amo Stradivarius pero seriamente, esto no.', 'Menuda horterada 😂', 'Mmm no y con eso que no me gusta planchar 😂', 'que guay 😍', 'Anche no tutto', 'Is this an early April fools?', 'Fatal', 'Que babosada', '🤢🤢🤢', ' me voy a hacer un vestido de mis camisas', 'Vaya tontería', 'No it looks stupid 😂', 'Nobody, absolutely nobody  Stradivarius look at this useless hack!!!', 'Es una broma, verdad?', 'Esto es lo mas feo y absurdo que he visto en tiempo🤯', 'Parece loquita sin casa', '🙄', '😂😂😂', 'Ого!', '😵\u200d💫🥴\U0001fae3', '😂😂😂', '😮😮', '🤦🏻\u200d♀️', '😂😂😂😂 va a ser que no.', 'Horrendous', 'Pero qué necesidad? ', 'But why? 😅', '\U0001f979🙄.', 'Que horror 🙃', '.inventadas .inventada', 'Eee nop.', '😂😂😂', 'Mmm...nop!!', 'Hola????', 'I don’t see it', 'Se ve muy raro amika', '😂😂😂', 'Jajajaja', 'Horrible', '😂😂😂😂', 'Muy feo 😢', '😂😂😂😂😂😂😂😂😂😂', '😂😂', 'Me siento innovadora, mañana voy a coger una sábana y ponérmela a modo de vestido.', 'How is this a hack?! It takes longer to put together and looks a million times worse!!! 😂', 'No !', 'No😂', 'Que horr.ible', 'K???', 'Is it April st?', 'No one will actually wear it like this', 'That’s so stupid Why would you ruin two shirts????', 'Jamás!', 'Horrible', '🤣🤣🤣🤦🏻\u200d♀️', 'Ya ni saben que inventar', 'Just no! So uglyyyy 😑\U0001fae3', 'Please dont.', 'Due camicie da lavare e da stirare in un solo colpo. No!', '🤢🤢🤢🤢 van a despedir al que se le ocurrió esta ideota', 'Just because you can do something, doesn’t mean you should. This is not a thing sorry 😂', 'Que estupidez 🤮🤮', 'Ehhhh... NO', 'No thanks', '🤦🏻\u200d♀️', 'Wtf', ' influenciou a gringa, com certeza!', 'So stupid 😂😂']","['positive', 'negative', 'negative', 'neutral', 'positive', 'negative', 'neutral', 'neutral', 'negative', 'neutral', 'neutral', 'negative', 'positive', 'neutral', 'negative', 'negative', 'neutral', 'negative', 'negative', 'neutral', 'negative', 'neutral', 'negative', 'negative', 'positive', 'positive', 'negative', 'negative', 'positive', 'negative', 'neutral', 'negative', 'negative', 'negative', 'positive', 'neutral', 'negative', 'negative', 'negative', 'negative', 'neutral', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'neutral', 'neutral', 'neutral', 'negative', 'neutral', 'neutral', 'negative', 'negative', 'negative', 'negative', 'negative', 'neutral', 'negative', 'neutral', 'negative', 'neutral', 'negative', 'neutral', 'neutral', 'negative', 'neutral', 'neutral', 'negative', 'neutral', 'negative', 'neutral', 'neutral', 'neutral', 'negative', 'negative', 'negative', 'negative', 'neutral', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']"
3312807238022860015,2024-02-28 16:23:38,"meeting denim fits👖
which outfit do you choose?

by @mariasegarr 
#stradivarius #stradilooks",meeting denim fits👖 which outfit do you choose?  by    ,11889,"['Love it 😍❤️', '😍😍😍👏👏👏👏', '😍😍', 'where is the black jacket from? I need it 😍', 'Stunning', 'Thiss looks that is so beutiful', '1 💙', '❤️❤️❤️', '😍😍😍', '😍😍😍', 'Zestaw swietne. Stawiam na nr 2 za te swietne buty', 'La camiseta blanca 😍 ¿hay en línea?', '❤', 'Hola! Alguien podría decirme cómo tallan? Si coger número de calzado habitual con calcetín o una menos? Esque en calzado cerrado tengo una talla y en sandalias una menos 😓', 'I love all 3 outfits😍😍😍❤️👏👏👏', '🦶 = 52 😮', 'Link del pantalón', '3!!!!', '😓😓😓😓', '😢No entraré nunca en la tienda 😓', 'Hola', 'Por favor referencia de los zapatos @stradivarius']","['Love it 😍❤️', '😍😍😍👏👏👏👏', '😍😍', 'where is the black jacket from? I need it 😍', 'Stunning', 'Thiss looks that is so beutiful', ' 💙', '❤️❤️❤️', '😍😍😍', '😍😍😍', 'Zestaw swietne. Stawiam na nr  za te swietne buty', 'La camiseta blanca 😍 ¿hay en línea?', '❤', 'Hola! Alguien podría decirme cómo tallan? Si coger número de calzado habitual con calcetín o una menos? Esque en calzado cerrado tengo una talla y en sandalias una menos 😓', 'I love all  outfits😍😍😍❤️👏👏👏', '🦶 =  😮', 'Link del pantalón', '!!!!', '😓😓😓😓', '😢No entraré nunca en la tienda 😓', 'Hola', 'Por favor referencia de los zapatos ']","['positive', 'positive', 'positive', 'positive', 'positive', 'negative', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'negative', 'negative', 'neutral', 'neutral']"
3312077660509818548,2024-02-27 16:17:12,"the spring must-haves🌾

the new trends that the arrival of spring brings with it are the breath of fresh air we have been waiting for. 

Starring: @naja_kirk 
Photo: @misha_taylor 
Video: @tejadaacha_raul 

#stradivarius #stradilooks",the spring must-haves🌾  the new trends that the arrival of spring brings with it are the breath of fresh air we have been waiting for.   Starring   Photo   Video     ,2230,"['Lady Diana vibe 👏❤', 'Smukke Naja. \U0001fa77', '😍😍😍😍😍', '😍', '💙', 'No hagáis pedidos online está viendo muchísimas quejas, los pedidos no llegan y no hay forma de comunicarse con Stradivarius', 'Los tiempos de entrega son pésimos y el servicio al cliente es peor no solucionan y o devuelven el dinero tampoco.', 'سفارش مستقیم از ترکیه', 'La peor tienda', 'I literally bought my boots yesterday from your store and today I found that they are damaged', 'lo peor en compras en línea, realice tres pedidos la ultima semana y los tres me los cancelo a los 5 minutos de haber hecho la compra sin ningun motivo, en los primeros dos pedidos si me retuvieron el saldo a mi tarjeta , yo compraba de forma frecuente online, no entiendo porque mi usuario esta bloqueado y su tienda me cancela mis compras']","['Lady Diana vibe 👏❤', 'Smukke Naja. \U0001fa77', '😍😍😍😍😍', '😍', '💙', 'No hagáis pedidos online está viendo muchísimas quejas, los pedidos no llegan y no hay forma de comunicarse con Stradivarius', 'Los tiempos de entrega son pésimos y el servicio al cliente es peor no solucionan y o devuelven el dinero tampoco.', 'سفارش مستقیم از ترکیه', 'La peor tienda', 'I literally bought my boots yesterday from your store and today I found that they are damaged', 'lo peor en compras en línea, realice tres pedidos la ultima semana y los tres me los cancelo a los  minutos de haber hecho la compra sin ningun motivo, en los primeros dos pedidos si me retuvieron el saldo a mi tarjeta , yo compraba de forma frecuente online, no entiendo porque mi usuario esta bloqueado y su tienda me cancela mis compras']","['positive', 'neutral', 'positive', 'positive', 'positive', 'negative', 'negative', 'neutral', 'negative', 'negative', 'negative']"
3311360958058553100,2024-02-26 16:31:39,"so lightweight that they float & can fly🤍💙💚

#stradivarius #stradilooks",so lightweight that they float & can fly🤍💙💚   ,2589,"['Faltan los rojos, y los he visto...', 'imádom❤❤❤', '😍😍', '💚💙♥️🤍', '❤❤❤❤💙💙💙💙🧡🧡🧡🧡🧡💜💜💜💜💛💛💛💛💛💚💚💚💚', '🤍💙💚', '🙌👏🤍💙💚❤️', 'ماذا يجري  لم اجد اسم بلدي، اليمن ، بغارة اسيا يا صديقتي انا احبك موقعي الحالي الاقامه من عدن جنوب اليمن. ارجو  المعذره لاننا لسنا موجودين على الخارطه او في هذه الغاراة اعلاه منين اتيتي بهما كثيرا من الدول غير موجودده في الغاراة لماذا ما هوا مطلوب مني قلته لك اتمنا نجتمع ونحظن بعظنا بحب وشوق ولهفه ابحثي عن مدينة عدن الجميله جدا جدا جدا اناهناك اسكن ❤️❤️❤️❤️❤️❤️🔥🔥🔥😍😍😍😍🔥🔥🔥🔥🔥❤️❤️❤️😍', 'So nice 💙\U0001fa75💚', '😂😂😂😂❤️❤️', '😍🔥', 'Quero tds as cores q vcs lançaram na loja,td perfeito 👏👏👏💙\U0001fa77❤️🍀💎', 'Please can you reply to my dm about a faulty item I was sent', '😢😢La peor tienda de Zaragoza', 'Cuando vais a quitar los ambientadores tóxicos de vuestra tiendas en España?la gente no puede ni entrar pobres trabajadoras']","['Faltan los rojos, y los he visto...', 'imádom❤❤❤', '😍😍', '💚💙♥️🤍', '❤❤❤❤💙💙💙💙🧡🧡🧡🧡🧡💜💜💜💜💛💛💛💛💛💚💚💚💚', '🤍💙💚', '🙌👏🤍💙💚❤️', 'ماذا يجري  لم اجد اسم بلدي، اليمن ، بغارة اسيا يا صديقتي انا احبك موقعي الحالي الاقامه من عدن جنوب اليمن. ارجو  المعذره لاننا لسنا موجودين على الخارطه او في هذه الغاراة اعلاه منين اتيتي بهما كثيرا من الدول غير موجودده في الغاراة لماذا ما هوا مطلوب مني قلته لك اتمنا نجتمع ونحظن بعظنا بحب وشوق ولهفه ابحثي عن مدينة عدن الجميله جدا جدا جدا اناهناك اسكن ❤️❤️❤️❤️❤️❤️🔥🔥🔥😍😍😍😍🔥🔥🔥🔥🔥❤️❤️❤️😍', 'So nice 💙\U0001fa75💚', '😂😂😂😂❤️❤️', '😍🔥', 'Quero tds as cores q vcs lançaram na loja,td perfeito 👏👏👏💙\U0001fa77❤️🍀💎', 'Please can you reply to my dm about a faulty item I was sent', '😢😢La peor tienda de Zaragoza', 'Cuando vais a quitar los ambientadores tóxicos de vuestra tiendas en España?la gente no puede ni entrar pobres trabajadoras']","['neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'neutral', 'negative', 'negative']"
3310729864372105205,2024-02-25 19:36:16,"all about new drops of a morning routine🧃

#stradivarius #stradilooks",all about new drops of a morning routine🧃   ,4695,"['❤️', 'Melhor de tds❤', 'What time opening in city center Beirut', '❤️❤️❤️', 'Very cool foto shooting 🔥', 'Can we get the D96 Cropped in black please? Perfect Jeans👌🏾❤️\u200d🔥', 'I love too much Stradivarius😍😍😍😍😍❤️', '❤', '😍', 'Mi pedido no llega Stradivarius y no me voy cansar de poner reclamaciones y escribir para que soluciones el problema , hay gente que llevamos casi un mes sin nuestro pedido', '😍😍😍', 'Fiyat', '🔥', 'I put in an order on Febuary 2nd andit is still not delivered. I sent a private message but I got no resposne.', 'Please look at my dm I have sent a message about a faulty item!', '😢La peor tienda en Zaragoza', '@stradivarius restock the denim boots and the casual retro denim trainers please 🙏🏾 😢']","['❤️', 'Melhor de tds❤', 'What time opening in city center Beirut', '❤️❤️❤️', 'Very cool foto shooting 🔥', 'Can we get the D Cropped in black please? Perfect Jeans👌🏾❤️\u200d🔥', 'I love too much Stradivarius😍😍😍😍😍❤️', '❤', '😍', 'Mi pedido no llega Stradivarius y no me voy cansar de poner reclamaciones y escribir para que soluciones el problema , hay gente que llevamos casi un mes sin nuestro pedido', '😍😍😍', 'Fiyat', '🔥', 'I put in an order on Febuary nd andit is still not delivered. I sent a private message but I got no resposne.', 'Please look at my dm I have sent a message about a faulty item!', '😢La peor tienda en Zaragoza', ' restock the denim boots and the casual retro denim trainers please 🙏🏾 😢']","['positive', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'negative', 'positive', 'neutral', 'positive', 'negative', 'neutral', 'negative', 'neutral']"
3309923264523138925,2024-02-24 16:55:00,"collecting moments on your trusty cowboy boots🤠

#stradivarius #stradilooks",collecting moments on your trusty cowboy boots🤠   ,2789,"['♥️', 'Wow!🔥🔥🔥🔥🔥❤️❤️❤️❤️', '😍😍👏', 'Looooooooooove!!!🔥🔥🔥🔥', '😍👏', '❤', 'AAAAAAA😍', 'Do you ship to Australia?']","['♥️', 'Wow!🔥🔥🔥🔥🔥❤️❤️❤️❤️', '😍😍👏', 'Looooooooooove!!!🔥🔥🔥🔥', '😍👏', '❤', 'AAAAAAA😍', 'Do you ship to Australia?']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral']"
